demand_id,priority,resource_type_id,warehouse_id,allocated_qty,travel_time_h,method
DEM00663,2,R16,WH011,436,5.27,fifo
DEM00663,2,R16,WH012,1244,8.65,fifo
DEM00661,1,R09,WH014,648,7.7,fifo
DEM00644,1,R06,WH012,428,4.29,fifo
DEM00685,2,R01,WH013,58,5.6,fifo
DEM00685,2,R01,WH014,79,6.16,fifo
DEM00616,2,R04,WH017,71,0.97,fifo
DEM00656,1,R20,WH021,61,7.7,fifo
DEM00664,1,R16,WH012,208,4.99,fifo
DEM00682,1,R09,WH014,949,7.9,fifo
DEM00682,1,R09,WH015,1271,3.5,fifo
DEM00649,2,R05,WH011,880,7.82,fifo
DEM00647,2,R06,WH012,492,4.3,fifo
DEM00636,1,R04,WH017,19,2.14,fifo
DEM00690,1,R05,WH011,182,7.48,fifo
DEM00673,2,R05,WH011,105,6.68,fifo
DEM00673,2,R05,WH012,1127,5.13,fifo
DEM00645,2,R05,WH012,924,4.59,fifo
DEM00653,1,R18,WH022,201,4.1,fifo
DEM00653,1,R18,WH023,10,6.56,fifo
DEM00621,1,R05,WH012,757,6.12,fifo
DEM00621,1,R05,WH013,2505,7.4,fifo
DEM00614,2,R20,WH021,26,7.7,fifo
DEM00654,2,R06,WH012,923,4.78,fifo
DEM00675,1,R01,WH015,27,2.58,fifo
DEM00642,2,R01,WH015,143,2.8,fifo
DEM00666,1,R02,WH027,189,7.5,fifo
DEM00666,1,R02,WH028,50,3.24,fifo
DEM00611,1,R19,WH015,33,3.64,fifo
DEM00611,1,R19,WH016,60,7.22,fifo
DEM00655,2,R06,WH012,314,4.37,fifo
DEM00655,2,R06,WH013,406,4.27,fifo
DEM00665,2,R01,WH015,94,2.38,fifo
DEM00665,2,R01,WH016,148,6.16,fifo
DEM00620,1,R17,WH019,28,10.47,fifo
DEM00680,1,R16,WH012,1302,3.79,fifo
DEM00668,1,R02,WH028,11,3.22,fifo
DEM00668,1,R02,WH029,74,4.37,fifo
DEM00668,1,R02,WH030,82,6.88,fifo
DEM00668,1,R02,WH031,58,4.04,fifo
DEM00733,2,R05,WH013,1200,7.11,fifo
DEM00733,2,R05,WH014,501,7.05,fifo
DEM00711,2,R16,WH012,126,9.7,fifo
DEM00745,1,R03,WH022,84,4.81,fifo
DEM00737,2,R17,WH019,136,8.25,fifo
DEM00737,2,R17,WH020,122,4.0,fifo
DEM00708,2,R20,WH021,21,4.77,fifo
DEM00729,2,R04,WH017,24,0.95,fifo
DEM00743,1,R03,WH022,73,4.18,fifo
DEM00743,1,R03,WH023,86,7.07,fifo
DEM00712,2,R05,WH014,2070,9.62,fifo
DEM00732,1,R19,WH016,73,6.96,fifo
DEM00732,1,R19,WH017,35,2.17,fifo
DEM00735,2,R09,WH015,335,2.12,fifo
DEM00735,2,R09,WH016,1513,2.88,fifo
DEM00740,1,R19,WH017,97,0.92,fifo
DEM00740,1,R19,WH018,22,5.17,fifo
DEM00740,1,R19,WH019,85,7.98,fifo
DEM00741,1,R06,WH013,195,5.41,fifo
DEM00726,1,R03,WH023,59,4.11,fifo
DEM00726,1,R03,WH024,1,3.53,fifo
DEM00731,2,R19,WH019,10,10.51,fifo
DEM00731,2,R19,WH020,108,1.35,fifo
DEM00721,2,R20,WH021,21,4.78,fifo
DEM00716,1,R01,WH016,120,2.53,fifo
DEM00736,1,R04,WH017,14,1.36,fifo
DEM00736,1,R04,WH018,139,4.16,fifo
DEM00742,1,R05,WH014,690,8.34,fifo
DEM00738,2,R02,WH031,57,3.07,fifo
DEM00710,1,R05,WH014,80,6.54,fifo
DEM00730,1,R09,WH016,2805,6.82,fifo
DEM00739,2,R19,WH020,111,4.52,fifo
DEM00739,2,R19,WH021,6,4.2,fifo
DEM00747,2,R20,WH021,87,5.08,fifo
DEM00725,1,R16,WH012,840,5.75,fifo
DEM00728,2,R18,WH023,220,6.83,fifo
DEM00728,2,R18,WH024,35,2.49,fifo
DEM00706,2,R18,WH024,30,2.44,fifo
DEM00706,2,R18,WH025,217,8.55,fifo
DEM00706,2,R18,WH026,11,11.18,fifo
DEM00718,1,R17,WH020,138,5.34,fifo
DEM00723,1,R02,WH031,152,3.88,fifo
DEM00723,1,R02,WH032,49,7.23,fifo
