demand_id,priority,resource_type_id,warehouse_id,allocated_qty,travel_time_h,method
DEM00740,1,R19,WH044,22,3.23,optimized
DEM00020,2,R19,WH047,6,2.35,optimized
DEM00044,2,R19,WH053,89,2.62,optimized
DEM00002,2,R19,WH015,32,1.68,optimized
DEM00032,2,R19,WH002,55,0.88,optimized
DEM00032,2,R19,WH015,4,2.58,optimized
DEM00037,2,R19,WH036,71,1.27,optimized
DEM00068,2,R19,WH001,47,0.71,optimized
DEM00098,2,R19,WH048,37,1.45,optimized
DEM00169,2,R19,WH047,84,2.63,optimized
DEM00168,2,R19,WH028,78,3.71,optimized
DEM00147,2,R19,WH002,4,1.19,optimized
DEM00147,2,R19,WH033,81,1.13,optimized
DEM00374,2,R19,WH050,92,2.52,optimized
DEM00298,2,R19,WH006,33,0.73,optimized
DEM00298,2,R19,WH040,22,1.64,optimized
DEM00298,2,R19,WH044,93,3.4,optimized
DEM00386,2,R19,WH044,16,3.37,optimized
DEM00297,2,R19,WH031,71,3.11,optimized
DEM00297,2,R19,WH047,75,2.96,optimized
DEM00501,2,R19,WH047,65,0.94,optimized
DEM00609,2,R19,WH015,25,1.68,optimized
DEM00519,2,R19,WH047,72,2.61,optimized
DEM00584,2,R19,WH002,67,1.18,optimized
DEM00686,2,R19,WH015,132,1.64,optimized
DEM00731,2,R19,WH010,30,1.05,optimized
DEM00731,2,R19,WH020,66,1.35,optimized
DEM00731,2,R19,WH036,22,1.18,optimized
DEM00739,2,R19,WH005,65,0.76,optimized
DEM00739,2,R19,WH006,18,0.68,optimized
DEM00739,2,R19,WH009,34,2.15,optimized
DEM00167,1,R20,WH056,19,1.36,optimized
DEM00253,1,R20,WH003,63,0.76,optimized
DEM00253,1,R20,WH006,24,0.8,optimized
DEM00287,1,R20,WH017,68,1.43,optimized
DEM00303,1,R20,WH007,49,3.31,optimized
DEM00303,1,R20,WH024,37,2.42,optimized
DEM00303,1,R20,WH033,78,1.06,optimized
DEM00461,1,R20,WH001,10,1.19,optimized
DEM00461,1,R20,WH002,2,1.12,optimized
DEM00461,1,R20,WH024,26,2.73,optimized
DEM00589,1,R20,WH031,99,2.52,optimized
DEM00589,1,R20,WH047,28,2.35,optimized
DEM00536,1,R20,WH020,120,0.72,optimized
DEM00562,1,R20,WH003,15,1.06,optimized
DEM00562,1,R20,WH031,117,2.67,optimized
DEM00557,1,R20,WH052,107,3.56,optimized
DEM00634,1,R20,WH048,50,1.53,optimized
DEM00656,1,R20,WH010,61,0.67,optimized
DEM00027,2,R20,WH052,45,2.76,optimized
DEM00022,2,R20,WH015,20,1.89,optimized
DEM00022,2,R20,WH047,15,2.72,optimized
DEM00034,2,R20,WH052,75,2.88,optimized
DEM00048,2,R20,WH007,21,2.99,optimized
DEM00048,2,R20,WH028,22,3.21,optimized
DEM00105,2,R20,WH003,31,1.11,optimized
DEM00113,2,R20,WH020,107,2.59,optimized
DEM00103,2,R20,WH003,60,1.31,optimized
DEM00183,2,R20,WH015,47,1.68,optimized
DEM00183,2,R20,WH020,64,3.08,optimized
DEM00183,2,R20,WH052,22,3.11,optimized
DEM00130,2,R20,WH036,93,0.99,optimized
DEM00178,2,R20,WH002,100,1.07,optimized
DEM00270,2,R20,WH005,55,0.76,optimized
DEM00270,2,R20,WH006,41,0.68,optimized
DEM00240,2,R20,WH007,17,3.15,optimized
DEM00335,2,R20,WH047,136,1.75,optimized
DEM00367,2,R20,WH015,54,1.21,optimized
DEM00332,2,R20,WH018,64,3.34,optimized
DEM00332,2,R20,WH050,40,3.01,optimized
DEM00368,2,R20,WH007,46,3.15,optimized
DEM00492,2,R20,WH010,23,2.0,optimized
DEM00492,2,R20,WH016,68,1.81,optimized
DEM00397,2,R20,WH015,150,1.36,optimized
DEM00444,2,R20,WH009,43,1.65,optimized
DEM00444,2,R20,WH040,4,1.13,optimized
DEM00396,2,R20,WH003,7,1.48,optimized
DEM00396,2,R20,WH049,42,1.43,optimized
DEM00496,2,R20,WH004,139,0.97,optimized
DEM00496,2,R20,WH056,45,1.73,optimized
DEM00547,2,R20,WH017,97,1.01,optimized
DEM00547,2,R20,WH024,38,2.02,optimized
DEM00547,2,R20,WH056,32,2.51,optimized
DEM00672,2,R20,WH001,68,1.03,optimized
DEM00635,2,R20,WH017,4,1.48,optimized
DEM00635,2,R20,WH049,59,1.27,optimized
DEM00641,2,R20,WH053,159,2.25,optimized
DEM00691,2,R20,WH008,67,0.81,optimized
DEM00691,2,R20,WH036,13,1.74,optimized
DEM00614,2,R20,WH010,26,0.67,optimized
DEM00708,2,R20,WH007,21,1.7,optimized
DEM00721,2,R20,WH040,21,1.28,optimized
DEM00747,2,R20,WH017,19,0.92,optimized
DEM00747,2,R20,WH040,68,1.7,optimized
