gmina_code,gmina_name,powiat_code,voivodeship_code,population,lat,lon
0601003,gmina_lubelskie_01_03,0601,06,43206,51.53514,21.33057
0601004,gmina_lubelskie_01_04,0601,06,37844,51.44015,21.4104
0601005,gmina_lubelskie_01_05,0601,06,3337,51.63697,21.32138
0601006,gmina_lubelskie_01_06,0601,06,13481,51.59684,21.25786
0602001,gmina_lubelskie_02_01,0602,06,63759,51.55993,22.81674
0602002,gmina_lubelskie_02_02,0602,06,28467,51.72957,22.80131
0602003,gmina_lubelskie_02_03,0602,06,62218,51.71591,22.75553
0602004,gmina_lubelskie_02_04,0602,06,67784,51.67329,23.34543
0602005,gmina_lubelskie_02_05,0602,06,52420,51.47998,23.18973
0602006,gmina_lubelskie_02_06,0602,06,41931,51.71249,22.97315
0602007,gmina_lubelskie_02_07,0602,06,44487,51.71685,22.92962
0603001,gmina_lubelskie_03_01,0603,06,39598,51.85287,22.14743
0603002,gmina_lubelskie_03_02,0603,06,12901,51.91985,22.55016
0603003,gmina_lubelskie_03_03,0603,06,17325,51.83511,22.1406
0603004,gmina_lubelskie_03_04,0603,06,10957,51.83089,22.06409
0603005,gmina_lubelskie_03_05,0603,06,20764,51.89018,22.52998
0603006,gmina_lubelskie_03_06,0603,06,14549,52.2259,22.22509
0603007,gmina_lubelskie_03_07,0603,06,20974,51.89239,22.29474
0603008,gmina_lubelskie_03_08,0603,06,66730,51.91694,22.32885
0604001,gmina_lubelskie_04_01,0604,06,48860,51.38129,22.30114
0604002,gmina_lubelskie_04_02,0604,06,56913,51.21887,22.34678
0604003,gmina_lubelskie_04_03,0604,06,21334,51.31981,22.24045
0604004,gmina_lubelskie_04_04,0604,06,47223,51.45578,22.59809
0604005,gmina_lubelskie_04_05,0604,06,47040,51.42294,22.54413
0605001,gmina_lubelskie_05_01,0605,06,49983,51.7922,22.73218
0605002,gmina_lubelskie_05_02,0605,06,23232,51.54839,22.78062
0605003,gmina_lubelskie_05_03,0605,06,53930,51.89411,23.04219
0605004,gmina_lubelskie_05_04,0605,06,17371,51.68932,22.72339
0605005,gmina_lubelskie_05_05,0605,06,51371,51.69338,22.92408
0605006,gmina_lubelskie_05_06,0605,06,39525,51.87202,22.84995
0605007,gmina_lubelskie_05_07,0605,06,59994,51.77041,22.74957
0606001,gmina_lubelskie_06_01,0606,06,58117,51.41519,22.52848
0606002,gmina_lubelskie_06_02,0606,06,53080,51.66941,22.55596
0606003,gmina_lubelskie_06_03,0606,06,3544,51.16646,22.42864
0606004,gmina_lubelskie_06_04,0606,06,11522,51.40493,22.46197
0606005,gmina_lubelskie_06_05,0606,06,4676,51.41769,22.77786
0606006,gmina_lubelskie_06_06,0606,06,7940,51.44715,22.57767
0607001,gmina_lubelskie_07_01,0607,06,22266,50.9525,22.48518
0607002,gmina_lubelskie_07_02,0607,06,26155,51.21459,22.6825
0607003,gmina_lubelskie_07_03,0607,06,52094,51.16275,22.73513
0607004,gmina_lubelskie_07_04,0607,06,7492,51.34663,22.60154
0607005,gmina_lubelskie_07_05,0607,06,48084,51.24815,22.48225
0607006,gmina_lubelskie_07_06,0607,06,67363,51.30342,22.58979
0607007,gmina_lubelskie_07_07,0607,06,13956,51.40419,22.17995
0607008,gmina_lubelskie_07_08,0607,06,59730,51.02841,22.38216
0608001,gmina_lubelskie_08_01,0608,06,2227,50.98552,22.82315
0608002,gmina_lubelskie_08_02,0608,06,39297,51.33166,22.36409
0608003,gmina_lubelskie_08_03,0608,06,36920,50.94803,22.12466
0608004,gmina_lubelskie_08_04,0608,06,5074,51.08224,22.27031
0608005,gmina_lubelskie_08_05,0608,06,18917,50.8894,22.30805
0609001,gmina_lubelskie_09_01,0609,06,51973,51.14076,22.90816
0609002,gmina_lubelskie_09_02,0609,06,44126,51.39469,22.76971
0609003,gmina_lubelskie_09_03,0609,06,46594,51.13349,22.72082
0609004,gmina_lubelskie_09_04,0609,06,53008,51.39211,22.74886
0609005,gmina_lubelskie_09_05,0609,06,44584,51.51155,22.93262
0609006,gmina_lubelskie_09_06,0609,06,57439,51.40994,23.08082
0609007,gmina_lubelskie_09_07,0609,06,63732,51.56729,22.57494
0610001,gmina_lubelskie_10_01,0610,06,29256,50.79765,23.45394
0610002,gmina_lubelskie_10_02,0610,06,15502,50.84754,23.28262
0610003,gmina_lubelskie_10_03,0610,06,13735,50.76825,23.24598
0610004,gmina_lubelskie_10_04,0610,06,23010,51.15747,23.43431
0610005,gmina_lubelskie_10_05,0610,06,63322,50.79728,23.35695
0611001,gmina_lubelskie_11_01,0611,06,42214,50.71493,20.7516
0611002,gmina_lubelskie_11_02,0611,06,28764,51.12255,21.10445
0611003,gmina_lubelskie_11_03,0611,06,9874,51.11808,21.17732
0611004,gmina_lubelskie_11_04,0611,06,11282,50.83319,21.19539
0611005,gmina_lubelskie_11_05,0611,06,67780,51.04504,21.0193
0612001,gmina_lubelskie_12_01,0612,06,54848,51.33107,22.89524
0612002,gmina_lubelskie_12_02,0612,06,66585,51.52752,22.7546
0612003,gmina_lubelskie_12_03,0612,06,32925,51.55918,22.98031
0612004,gmina_lubelskie_12_04,0612,06,10277,51.68675,23.08572
0612005,gmina_lubelskie_12_05,0612,06,3855,51.70387,22.79645
0612006,gmina_lubelskie_12_06,0612,06,40813,51.62084,22.89228
0613001,gmina_lubelskie_13_01,0613,06,52968,51.20265,21.81845
0613002,gmina_lubelskie_13_02,0613,06,23597,50.9733,21.62408
0613003,gmina_lubelskie_13_03,0613,06,24998,50.99519,21.69969
0613004,gmina_lubelskie_13_04,0613,06,38501,51.07189,21.85411
0613005,gmina_lubelskie_13_05,0613,06,22036,51.20681,21.59135
0613006,gmina_lubelskie_13_06,0613,06,12793,51.18035,21.50422
0614001,gmina_lubelskie_14_01,0614,06,66057,51.31372,22.60144
0614002,gmina_lubelskie_14_02,0614,06,63200,51.42899,22.73837
0614003,gmina_lubelskie_14_03,0614,06,57883,51.27768,22.4067
0614004,gmina_lubelskie_14_04,0614,06,27782,51.23222,22.41052
0614005,gmina_lubelskie_14_05,0614,06,63742,51.27647,22.47159
0614006,gmina_lubelskie_14_06,0614,06,46843,51.38436,22.15918
0615001,gmina_lubelskie_15_01,0615,06,39389,50.23165,23.00399
0615002,gmina_lubelskie_15_02,0615,06,53876,50.66453,23.13958
0615003,gmina_lubelskie_15_03,0615,06,5657,50.347,22.94458
0615004,gmina_lubelskie_15_04,0615,06,19696,50.12728,23.04893
0615005,gmina_lubelskie_15_05,0615,06,17735,50.19925,22.90188
0615006,gmina_lubelskie_15_06,0615,06,65710,50.25361,22.85326
0615007,gmina_lubelskie_15_07,0615,06,65494,50.1331,23.10599
0616001,gmina_lubelskie_16_01,0616,06,59933,51.43708,22.62916
0616002,gmina_lubelskie_16_02,0616,06,63693,51.52144,22.24309
0616003,gmina_lubelskie_16_03,0616,06,26292,51.67121,22.32388
0616004,gmina_lubelskie_16_04,0616,06,6361,51.64013,22.72569
0617001,gmina_lubelskie_17_01,0617,06,20627,51.31952,22.65514
0617002,gmina_lubelskie_17_02,0617,06,43283,51.16187,22.52676
0617003,gmina_lubelskie_17_03,0617,06,46043,51.1945,22.93162
0617004,gmina_lubelskie_17_04,0617,06,65421,50.95821,22.75701
0617005,gmina_lubelskie_17_05,0617,06,36373,51.26123,22.47635
0618001,gmina_lubelskie_18_01,0618,06,16668,51.04033,23.12707
0618002,gmina_lubelskie_18_02,0618,06,55353,50.88412,23.48582
0618003,gmina_lubelskie_18_03,0618,06,60332,50.69487,23.12055
0618004,gmina_lubelskie_18_04,0618,06,43786,50.85567,22.96782
0618005,gmina_lubelskie_18_05,0618,06,26250,51.09888,23.10439
0618006,gmina_lubelskie_18_06,0618,06,67572,50.7034,23.19865
0618007,gmina_lubelskie_18_07,0618,06,36362,50.76572,23.14206
0619001,gmina_lubelskie_19_01,0619,06,61577,50.76801,22.70375
0619002,gmina_lubelskie_19_02,0619,06,6382,50.65407,22.72331
0619003,gmina_lubelskie_19_03,0619,06,62422,50.65829,22.91055
0619004,gmina_lubelskie_19_04,0619,06,13196,50.81947,22.7032
0619005,gmina_lubelskie_19_05,0619,06,65931,50.75641,22.58363
0619006,gmina_lubelskie_19_06,0619,06,15033,50.86934,22.91748
0619007,gmina_lubelskie_19_07,0619,06,8041,50.51049,22.8966
0619008,gmina_lubelskie_19_08,0619,06,42785,50.49872,22.76006
0619009,gmina_lubelskie_19_09,0619,06,57550,50.7548,22.85292
0620001,gmina_lubelskie_20_01,0620,06,30791,50.95173,22.67939
0620002,gmina_lubelskie_20_02,0620,06,48460,51.30305,22.44984
0620003,gmina_lubelskie_20_03,0620,06,14701,51.48679,22.55633
0620004,gmina_lubelskie_20_04,0620,06,27717,51.36818,22.58365
0620005,gmina_lubelskie_20_05,0620,06,14618,51.51651,22.64337
0620006,gmina_lubelskie_20_06,0620,06,63411,51.38454,22.43078
0620007,gmina_lubelskie_20_07,0620,06,20511,51.40279,22.70098
0620008,gmina_lubelskie_20_08,0620,06,66393,51.39927,22.50461
0621001,gmina_lubelskie_21_01,0621,06,63559,51.67118,22.50296
0621002,gmina_lubelskie_21_02,0621,06,5992,51.77993,22.49609
0621003,gmina_lubelskie_21_03,0621,06,45497,51.81338,22.32479
0621004,gmina_lubelskie_21_04,0621,06,43240,52.03653,22.14094
0621005,gmina_lubelskie_21_05,0621,06,43166,51.92449,22.25546
0621006,gmina_lubelskie_21_06,0621,06,64613,52.03647,22.55109
0622001,gmina_lubelskie_22_01,0622,06,9985,51.70865,22.8096
0622002,gmina_lubelskie_22_02,0622,06,37579,51.68145,22.43958
0622003,gmina_lubelskie_22_03,0622,06,12530,51.77763,22.69016
0622004,gmina_lubelskie_22_04,0622,06,30581,51.75479,22.54206
0622005,gmina_lubelskie_22_05,0622,06,52311,51.54501,22.32374
0622006,gmina_lubelskie_22_06,0622,06,14239,51.68868,22.57206
0623001,gmina_lubelskie_23_01,0623,06,35733,50.9788,21.0021
0623002,gmina_lubelskie_23_02,0623,06,33440,50.88442,21.1746
0623003,gmina_lubelskie_23_03,0623,06,49442,51.10291,21.31653
0623004,gmina_lubelskie_23_04,0623,06,44009,51.26234,20.89536
0623005,gmina_lubelskie_23_05,0623,06,20524,51.02288,21.02599
0624001,gmina_lubelskie_24_01,0624,06,33282,51.19096,22.72055
0624002,gmina_lubelskie_24_02,0624,06,52807,51.4379,22.40979
0624003,gmina_lubelskie_24_03,0624,06,43576,51.33099,22.23668
0624004,gmina_lubelskie_24_04,0624,06,48464,51.26557,22.51078
0624005,gmina_lubelskie_24_05,0624,06,26354,51.21104,22.14679
0624006,gmina_lubelskie_24_06,0624,06,34228,51.02028,22.0698
0624007,gmina_lubelskie_24_07,0624,06,32232,51.22004,22.53262
0624008,gmina_lubelskie_24_08,0624,06,26554,50.91195,22.32209
0801001,gmina_lubuskie_01_01,0801,08,43295,52.62084,16.66574
0801002,gmina_lubuskie_01_02,0801,08,27959,52.74486,16.41113
0801003,gmina_lubuskie_01_03,0801,08,21086,52.71452,16.51722
0801004,gmina_lubuskie_01_04,0801,08,57159,52.78577,16.17312
0801005,gmina_lubuskie_01_05,0801,08,13396,52.71431,16.4214
0802001,gmina_lubuskie_02_01,0802,08,56697,52.43519,15.05088
0802002,gmina_lubuskie_02_02,0802,08,48472,52.52312,15.04351
0802003,gmina_lubuskie_02_03,0802,08,9016,52.32756,15.13692
0802004,gmina_lubuskie_02_04,0802,08,55757,52.39996,15.43955
0802005,gmina_lubuskie_02_05,0802,08,13827,52.45363,15.30732
0802006,gmina_lubuskie_02_06,0802,08,13474,52.20722,15.22062
0803001,gmina_lubuskie_03_01,0803,08,2755,53.69538,14.9932
0803002,gmina_lubuskie_03_02,0803,08,30849,53.36025,15.34644
0803003,gmina_lubuskie_03_03,0803,08,5708,53.74952,15.26236
0803004,gmina_lubuskie_03_04,0803,08,63366,53.32747,15.10991
0803005,gmina_lubuskie_03_05,0803,08,33014,53.54852,15.28265
0803006,gmina_lubuskie_03_06,0803,08,42414,53.52378,15.48541
0803007,gmina_lubuskie_03_07,0803,08,52126,53.55681,14.97124
0804001,gmina_lubuskie_04_01,0804,08,7172,53.12685,15.35908
0804002,gmina_lubuskie_04_02,0804,08,67305,52.87453,15.66532
0804003,gmina_lubuskie_04_03,0804,08,8993,52.7799,15.39661
0804004,gmina_lubuskie_04_04,0804,08,46017,52.96534,15.67984
0804005,gmina_lubuskie_04_05,0804,08,59586,53.03006,15.52865
0804006,gmina_lubuskie_04_06,0804,08,56229,52.96849,15.26053
0804007,gmina_lubuskie_04_07,0804,08,41937,52.89484,15.63364
0805001,gmina_lubuskie_05_01,0805,08,43465,52.8586,14.15797
0805002,gmina_lubuskie_05_02,0805,08,64643,52.82443,14.26154
0805003,gmina_lubuskie_05_03,0805,08,50779,53.0113,14.35479
0805004,gmina_lubuskie_05_04,0805,08,13415,52.85515,14.40051
0805005,gmina_lubuskie_05_05,0805,08,21621,52.75703,14.22768
0805006,gmina_lubuskie_05_06,0805,08,46664,52.82359,14.19196
0806001,gmina_lubuskie_06_01,0806,08,48108,52.77947,15.69599
0806002,gmina_lubuskie_06_02,0806,08,18550,52.80638,15.40877
0806003,gmina_lubuskie_06_03,0806,08,57478,52.81189,15.80595
0806004,gmina_lubuskie_06_04,0806,08,15905,52.52022,15.69666
0806005,gmina_lubuskie_06_05,0806,08,15624,52.78817,15.72938
0807001,gmina_lubuskie_07_01,0807,08,15569,52.13995,15.32519
0807002,gmina_lubuskie_07_02,0807,08,13239,52.38549,14.95252
0807003,gmina_lubuskie_07_03,0807,08,14741,52.26141,15.14653
0807004,gmina_lubuskie_07_04,0807,08,50692,52.49385,15.24675
0807005,gmina_lubuskie_07_05,0807,08,47504,52.48642,15.21252
0808001,gmina_lubuskie_08_01,0808,08,65981,53.56705,14.42534
0808002,gmina_lubuskie_08_02,0808,08,8273,53.36206,14.87012
0808003,gmina_lubuskie_08_03,0808,08,17554,53.42805,14.61799
0808004,gmina_lubuskie_08_04,0808,08,20960,53.35277,14.69894
0808005,gmina_lubuskie_08_05,0808,08,41610,53.39713,14.6654
0808006,gmina_lubuskie_08_06,0808,08,19947,53.31451,14.73796
0809001,gmina_lubuskie_09_01,0809,08,18735,54.03905,14.27011
0809002,gmina_lubuskie_09_02,0809,08,4124,54.06302,14.45074
0809003,gmina_lubuskie_09_03,0809,08,27798,54.11115,13.88757
0809004,gmina_lubuskie_09_04,0809,08,62531,54.17074,14.32267
0809005,gmina_lubuskie_09_05,0809,08,58616,53.8054,14.12973
0809006,gmina_lubuskie_09_06,0809,08,59223,53.98295,14.25993
0809007,gmina_lubuskie_09_07,0809,08,9860,54.10497,13.98022
0810001,gmina_lubuskie_10_01,0810,08,53491,52.95776,15.32504
0810002,gmina_lubuskie_10_02,0810,08,12474,53.08909,15.3483
0810003,gmina_lubuskie_10_03,0810,08,51407,52.95503,15.25311
0810004,gmina_lubuskie_10_04,0810,08,46311,53.30104,15.21597
0810005,gmina_lubuskie_10_05,0810,08,35249,53.05877,15.1635
0810006,gmina_lubuskie_10_06,0810,08,54639,53.21872,15.18285
0811001,gmina_lubuskie_11_01,0811,08,18133,52.41192,14.49834
0811002,gmina_lubuskie_11_02,0811,08,55699,52.951,14.20203
0811003,gmina_lubuskie_11_03,0811,08,62562,52.62735,14.66578
0811004,gmina_lubuskie_11_04,0811,08,6502,52.55018,14.41389
0811005,gmina_lubuskie_11_05,0811,08,67114,52.64095,14.42317
0811006,gmina_lubuskie_11_06,0811,08,35997,52.62908,14.12236
0811007,gmina_lubuskie_11_07,0811,08,53951,52.65826,14.45006
0812001,gmina_lubuskie_12_01,0812,08,21272,52.5501,14.30683
0812002,gmina_lubuskie_12_02,0812,08,45391,52.4494,14.18766
0812003,gmina_lubuskie_12_03,0812,08,22998,52.80418,14.2494
0812004,gmina_lubuskie_12_04,0812,08,39105,52.72771,14.26559
0812005,gmina_lubuskie_12_05,0812,08,51477,52.6261,14.49141
0812006,gmina_lubuskie_12_06,0812,08,3845,52.57496,14.10012
0812007,gmina_lubuskie_12_07,0812,08,36540,52.57534,14.15187
0812008,gmina_lubuskie_12_08,0812,08,59169,52.69781,14.2772
0813001,gmina_lubuskie_13_01,0813,08,24334,53.67319,14.30688
0813002,gmina_lubuskie_13_02,0813,08,65253,53.43504,14.32215
0813003,gmina_lubuskie_13_03,0813,08,8607,53.67839,14.32583
0813004,gmina_lubuskie_13_04,0813,08,33320,53.87057,14.25802
0813005,gmina_lubuskie_13_05,0813,08,57222,53.44149,14.38682
0813006,gmina_lubuskie_13_06,0813,08,55538,53.72262,14.12223
0813007,gmina_lubuskie_13_07,0813,08,13028,53.66146,14.19971
0814001,gmina_lubuskie_14_01,0814,08,61571,52.81294,14.39786
0814002,gmina_lubuskie_14_02,0814,08,5856,53.1412,14.51951
0814003,gmina_lubuskie_14_03,0814,08,67326,52.87237,14.41921
0814004,gmina_lubuskie_14_04,0814,08,7428,52.99952,14.48935
0814005,gmina_lubuskie_14_05,0814,08,53066,52.99063,14.46959
0814006,gmina_lubuskie_14_06,0814,08,63948,52.9275,14.65023
0814007,gmina_lubuskie_14_07,0814,08,48984,52.81676,14.47356
0814008,gmina_lubuskie_14_08,0814,08,29650,53.00912,14.44171
1001001,gmina_lodzkie_01_01,1001,10,54533,52.47776,19.61468
1001002,gmina_lodzkie_01_02,1001,10,60153,52.4313,19.65994
1001003,gmina_lodzkie_01_03,1001,10,6946,52.50658,19.6147
1001004,gmina_lodzkie_01_04,1001,10,44862,52.30518,19.64812
1001005,gmina_lodzkie_01_05,1001,10,62028,52.5334,19.83923
1002001,gmina_lodzkie_02_01,1002,10,63017,52.33527,20.58279
1002002,gmina_lodzkie_02_02,1002,10,10742,52.40627,20.53806
1002003,gmina_lodzkie_02_03,1002,10,51534,52.46942,20.51253
1002004,gmina_lodzkie_02_04,1002,10,31380,52.59765,20.56036
1002005,gmina_lodzkie_02_05,1002,10,56911,52.4295,20.71873
1003001,gmina_lodzkie_03_01,1003,10,50980,51.26456,20.18286
1003002,gmina_lodzkie_03_02,1003,10,65284,51.08017,20.63233
1003003,gmina_lodzkie_03_03,1003,10,36797,51.33115,20.41362
1003004,gmina_lodzkie_03_04,1003,10,46062,51.09811,20.50839
1003005,gmina_lodzkie_03_05,1003,10,33681,51.38363,20.57582
1003006,gmina_lodzkie_03_06,1003,10,35768,51.26516,20.56083
1003007,gmina_lodzkie_03_07,1003,10,31628,51.01037,20.39709
1003008,gmina_lodzkie_03_08,1003,10,44576,51.18686,20.102
1004001,gmina_lodzkie_04_01,1004,10,30394,51.55996,19.2091
1004002,gmina_lodzkie_04_02,1004,10,28393,51.69073,19.23127
1004003,gmina_lodzkie_04_03,1004,10,43283,51.57995,19.29476
1004004,gmina_lodzkie_04_04,1004,10,11930,51.69522,19.27989
1004005,gmina_lodzkie_04_05,1004,10,17070,51.63837,19.4337
1004006,gmina_lodzkie_04_06,1004,10,25631,51.37661,19.32379
1005001,gmina_lodzkie_05_01,1005,10,67922,51.85338,19.70282
1005002,gmina_lodzkie_05_02,1005,10,9039,51.7331,19.21637
1005003,gmina_lodzkie_05_03,1005,10,36672,51.86701,19.74907
1005004,gmina_lodzkie_05_04,1005,10,26898,51.65266,19.6614
1005005,gmina_lodzkie_05_05,1005,10,36789,51.87888,19.80301
1005006,gmina_lodzkie_05_06,1005,10,31521,51.73757,19.67316
1006001,gmina_lodzkie_06_01,1006,10,67010,51.86934,18.85954
1006002,gmina_lodzkie_06_02,1006,10,39911,51.76048,19.08199
1006003,gmina_lodzkie_06_03,1006,10,43947,51.67702,18.7515
1006004,gmina_lodzkie_06_04,1006,10,36723,51.90838,18.60589
1006005,gmina_lodzkie_06_05,1006,10,10222,51.62377,18.51943
1006006,gmina_lodzkie_06_06,1006,10,8739,51.64873,18.78394
1006007,gmina_lodzkie_06_07,1006,10,52068,51.88009,18.74282
1007001,gmina_lodzkie_07_01,1007,10,2468,51.77719,19.26838
1007002,gmina_lodzkie_07_02,1007,10,5436,52.00283,19.3583
1007003,gmina_lodzkie_07_03,1007,10,36154,51.95237,19.12183
1007004,gmina_lodzkie_07_04,1007,10,41954,52.05077,19.45922
1007005,gmina_lodzkie_07_05,1007,10,43291,51.88758,19.26192
1007006,gmina_lodzkie_07_06,1007,10,60920,51.95535,19.23604
1007007,gmina_lodzkie_07_07,1007,10,46928,51.98049,19.20548
1008001,gmina_lodzkie_08_01,1008,10,11732,51.27351,18.91987
1008002,gmina_lodzkie_08_02,1008,10,62767,51.69649,18.54293
1008003,gmina_lodzkie_08_03,1008,10,33392,51.60543,19.03064
1008004,gmina_lodzkie_08_04,1008,10,33710,51.52439,18.48184
1008005,gmina_lodzkie_08_05,1008,10,48895,51.54587,18.63293
1009001,gmina_lodzkie_09_01,1009,10,4834,51.75203,18.41943
1009002,gmina_lodzkie_09_02,1009,10,8605,51.57356,18.55871
1009003,gmina_lodzkie_09_03,1009,10,59047,51.65221,18.67382
1009004,gmina_lodzkie_09_04,1009,10,16601,51.79535,18.42922
1009005,gmina_lodzkie_09_05,1009,10,39363,51.99312,18.69781
1009006,gmina_lodzkie_09_06,1009,10,63080,51.83694,18.7004
1009007,gmina_lodzkie_09_07,1009,10,36114,51.85805,18.62491
1010001,gmina_lodzkie_10_01,1010,10,64817,51.63895,19.7878
1010002,gmina_lodzkie_10_02,1010,10,6215,51.72741,19.21188
1010003,gmina_lodzkie_10_03,1010,10,58056,51.49258,19.86356
1010004,gmina_lodzkie_10_04,1010,10,35016,51.38206,19.5245
1010005,gmina_lodzkie_10_05,1010,10,11966,51.70617,19.39206
1010006,gmina_lodzkie_10_06,1010,10,36478,51.56551,19.50872
1011001,gmina_lodzkie_11_01,1011,10,33077,51.62031,18.62546
1011002,gmina_lodzkie_11_02,1011,10,50008,51.41288,19.10749
1011003,gmina_lodzkie_11_03,1011,10,32511,51.34958,19.1572
1011004,gmina_lodzkie_11_04,1011,10,45271,51.37404,18.79216
1011005,gmina_lodzkie_11_05,1011,10,26836,51.42088,18.69659
1011006,gmina_lodzkie_11_06,1011,10,10015,51.36546,18.55167
1011007,gmina_lodzkie_11_07,1011,10,18872,51.47573,18.61207
1012001,gmina_lodzkie_12_01,1012,10,29283,51.46143,18.99925
1012002,gmina_lodzkie_12_02,1012,10,33265,51.22316,18.85536
1012003,gmina_lodzkie_12_03,1012,10,50210,51.3209,19.10528
1012004,gmina_lodzkie_12_04,1012,10,36228,51.29774,18.91417
1012005,gmina_lodzkie_12_05,1012,10,14357,51.47545,18.85751
1012006,gmina_lodzkie_12_06,1012,10,9472,51.41888,18.92221
1013001,gmina_lodzkie_13_01,1013,10,31902,51.4056,19.85425
1013002,gmina_lodzkie_13_02,1013,10,11053,51.4309,19.67773
1013003,gmina_lodzkie_13_03,1013,10,29982,51.68211,19.51234
1013004,gmina_lodzkie_13_04,1013,10,3921,51.56164,19.42389
1013005,gmina_lodzkie_13_05,1013,10,29161,51.66632,19.80499
1013006,gmina_lodzkie_13_06,1013,10,2712,51.48374,19.63713
1013007,gmina_lodzkie_13_07,1013,10,2188,51.42879,19.60105
1014001,gmina_lodzkie_14_01,1014,10,26812,51.54344,19.35147
1014002,gmina_lodzkie_14_02,1014,10,8231,51.71914,19.60618
1014003,gmina_lodzkie_14_03,1014,10,53622,51.77372,19.58317
1014004,gmina_lodzkie_14_04,1014,10,61637,51.68775,19.55446
1014005,gmina_lodzkie_14_05,1014,10,20654,51.57925,19.92337
1014006,gmina_lodzkie_14_06,1014,10,50597,51.56169,19.63855
1015001,gmina_lodzkie_15_01,1015,10,4603,51.86353,18.50962
1015002,gmina_lodzkie_15_02,1015,10,8612,51.95712,18.48504
1015003,gmina_lodzkie_15_03,1015,10,57583,52.10681,18.79277
1015004,gmina_lodzkie_15_04,1015,10,3032,51.89649,18.68287
1015005,gmina_lodzkie_15_05,1015,10,10466,51.78994,18.78046
1015006,gmina_lodzkie_15_06,1015,10,2354,51.87769,18.56097
1015007,gmina_lodzkie_15_07,1015,10,63372,51.89267,18.6762
1015008,gmina_lodzkie_15_08,1015,10,49863,51.68444,18.77779
1016001,gmina_lodzkie_16_01,1016,10,58700,50.84728,19.49402
1016002,gmina_lodzkie_16_02,1016,10,48588,50.62561,19.59118
1016003,gmina_lodzkie_16_03,1016,10,21752,50.773,19.49897
1016004,gmina_lodzkie_16_04,1016,10,32407,50.54803,19.62011
1016005,gmina_lodzkie_16_05,1016,10,13803,50.79715,19.67858
1016006,gmina_lodzkie_16_06,1016,10,21889,50.57796,19.35231
1017001,gmina_lodzkie_17_01,1017,10,49248,51.36567,19.64357
1017002,gmina_lodzkie_17_02,1017,10,50869,51.19317,20.00868
1017003,gmina_lodzkie_17_03,1017,10,4380,51.72385,19.88188
1017004,gmina_lodzkie_17_04,1017,10,21439,51.28831,19.53361
1017005,gmina_lodzkie_17_05,1017,10,55219,51.27403,19.64838
1017006,gmina_lodzkie_17_06,1017,10,47155,51.57629,19.8669
1017007,gmina_lodzkie_17_07,1017,10,67523,51.40174,19.7738
1018001,gmina_lodzkie_18_01,1018,10,6662,51.67191,19.93576
1018002,gmina_lodzkie_18_02,1018,10,63211,51.5145,19.67406
1018003,gmina_lodzkie_18_03,1018,10,24018,51.70474,19.78472
1018004,gmina_lodzkie_18_04,1018,10,19932,51.69291,19.9991
1018005,gmina_lodzkie_18_05,1018,10,66690,51.57843,20.05567
1018006,gmina_lodzkie_18_06,1018,10,24242,51.74771,19.80591
1019001,gmina_lodzkie_19_01,1019,10,4773,51.77571,19.92163
1019002,gmina_lodzkie_19_02,1019,10,35179,51.89736,20.05354
1019003,gmina_lodzkie_19_03,1019,10,50352,51.85369,20.15333
1019004,gmina_lodzkie_19_04,1019,10,57690,51.84885,20.14787
1019005,gmina_lodzkie_19_05,1019,10,52399,51.73196,19.73302
1019006,gmina_lodzkie_19_06,1019,10,22220,52.0372,20.06339
1019007,gmina_lodzkie_19_07,1019,10,4202,51.74375,20.14582
1020001,gmina_lodzkie_20_01,1020,10,7974,51.51639,19.05066
1020002,gmina_lodzkie_20_02,1020,10,51579,51.70329,19.25778
1020003,gmina_lodzkie_20_03,1020,10,20066,51.771,19.21014
1020004,gmina_lodzkie_20_04,1020,10,66093,51.61884,19.1884
1020005,gmina_lodzkie_20_05,1020,10,27799,51.66652,19.21278
1020006,gmina_lodzkie_20_06,1020,10,62489,51.7247,19.18544
1020007,gmina_lodzkie_20_07,1020,10,29999,51.54735,19.18919
1020008,gmina_lodzkie_20_08,1020,10,26589,51.67765,19.53141
1021001,gmina_lodzkie_21_01,1021,10,35077,51.56276,20.06631
1021002,gmina_lodzkie_21_02,1021,10,2302,51.59215,19.56445
1021003,gmina_lodzkie_21_03,1021,10,53748,51.50432,19.73209
1021004,gmina_lodzkie_21_04,1021,10,38762,51.5915,19.89372
1021005,gmina_lodzkie_21_05,1021,10,13052,51.53767,19.63911
1021006,gmina_lodzkie_21_06,1021,10,64032,51.60127,19.57714
1021007,gmina_lodzkie_21_07,1021,10,9425,51.45976,19.54143
1021008,gmina_lodzkie_21_08,1021,10,13758,51.50265,19.71264
1022001,gmina_lodzkie_22_01,1022,10,55812,51.6035,19.89821
1022002,gmina_lodzkie_22_02,1022,10,18928,51.78656,19.73281
1022003,gmina_lodzkie_22_03,1022,10,14111,51.8314,19.7433
1022004,gmina_lodzkie_22_04,1022,10,32979,51.62061,20.07051
1022005,gmina_lodzkie_22_05,1022,10,12146,51.82567,19.95912
1022006,gmina_lodzkie_22_06,1022,10,62767,52.10897,19.58884
1023001,gmina_lodzkie_23_01,1023,10,7609,51.3198,19.07316
1023002,gmina_lodzkie_23_02,1023,10,22171,51.50344,19.12938
1023003,gmina_lodzkie_23_03,1023,10,14380,51.52242,19.20234
1023004,gmina_lodzkie_23_04,1023,10,40928,51.41134,19.46049
