warehouse_id,resource_type_id,available_qty,reserved_qty,in_transit_qty,expiry_date
WH047,R04,57,2,2,
WH047,R05,900,120,2,2027-02-28
WH047,R06,4384,348,5,2026-11-10
WH047,R07,116,16,0,
WH047,R08,182,25,8,
WH047,R09,3730,447,100,
WH047,R10,190,27,11,
WH047,R11,266,18,13,
WH047,R12,281,29,0,
WH047,R13,71,4,3,
WH047,R14,273,10,12,
WH047,R15,323,40,24,
WH047,R16,1801,81,21,
WH047,R17,207,12,15,2027-09-04
WH047,R18,96,16,2,
WH047,R19,339,46,17,
WH047,R20,179,12,2,
WH048,R01,31,2,2,
WH048,R02,274,20,11,
WH048,R03,299,17,6,
WH048,R04,235,29,12,
WH048,R05,1189,191,15,2027-12-16
WH048,R06,3312,166,99,2027-10-26
WH048,R07,190,7,2,
WH048,R08,309,15,23,
WH048,R09,2398,252,191,
WH048,R10,115,13,3,
WH048,R11,189,11,2,
WH048,R12,326,35,11,
WH048,R13,164,5,8,
WH048,R14,283,38,22,
WH048,R15,346,23,25,
WH048,R16,884,31,5,
WH048,R17,228,33,10,2027-01-27
WH048,R18,206,33,3,
WH048,R19,82,10,5,
WH048,R20,72,5,3,
WH049,R01,88,4,6,
WH049,R02,38,1,0,
WH049,R03,189,15,5,
WH049,R04,151,22,2,
WH049,R05,2395,184,19,2027-06-04
WH049,R06,1894,303,139,2027-03-26
WH049,R07,22,1,0,
WH049,R08,165,27,5,
WH049,R09,3428,528,76,
WH049,R10,13,1,0,
WH049,R11,32,2,1,
WH049,R12,36,2,0,
WH049,R13,154,21,9,
WH049,R14,113,5,8,
WH049,R15,183,26,10,
WH049,R16,831,27,33,
WH049,R17,47,3,3,2027-03-09
WH049,R18,133,22,5,
WH049,R19,38,5,0,
WH049,R20,101,11,7,
WH050,R01,229,13,3,
WH050,R02,258,11,13,
WH050,R03,333,13,2,
WH050,R04,221,24,10,
WH050,R05,3472,490,275,2027-06-13
WH050,R06,714,56,18,2027-05-25
WH050,R07,271,22,14,
WH050,R08,39,4,2,
WH050,R09,2171,219,46,
WH050,R10,189,20,3,
WH050,R11,164,14,1,
WH050,R12,298,19,12,
WH050,R13,93,6,1,
WH050,R14,322,29,24,
WH050,R15,266,13,13,
WH050,R16,3874,562,151,
WH050,R17,281,39,13,2027-03-13
WH050,R18,86,3,2,
WH050,R19,254,22,16,
WH050,R20,40,6,0,
WH051,R01,305,39,12,
WH051,R02,42,2,2,
WH051,R03,196,8,11,
WH051,R04,91,11,2,
WH051,R05,2967,494,8,2027-01-18
WH051,R06,5448,550,184,2027-02-03
WH051,R07,169,9,10,
WH051,R08,148,12,10,
WH051,R09,1455,226,63,
WH051,R10,97,13,6,
WH051,R11,147,15,5,
WH051,R12,296,34,10,
WH051,R13,210,30,6,
WH051,R14,291,35,22,
WH051,R15,169,11,3,
WH051,R16,2948,393,105,
WH051,R17,230,13,16,2027-05-01
WH051,R18,267,32,2,
WH051,R19,166,7,0,
WH051,R20,189,19,3,
WH052,R01,126,10,0,
WH052,R02,107,5,1,
WH052,R03,121,3,6,
WH052,R04,266,32,2,
WH052,R05,6474,1141,242,2028-03-02
WH052,R06,1071,147,82,2027-01-16
WH052,R07,248,30,12,
WH052,R08,219,8,2,
WH052,R09,4309,223,132,
WH052,R10,264,19,5,
WH052,R11,255,29,8,
WH052,R12,25,2,0,
WH052,R13,291,34,22,
WH052,R14,297,24,0,
WH052,R15,18,2,0,
WH052,R16,2742,354,31,
WH052,R17,203,22,3,2027-02-07
WH052,R18,22,3,0,
WH052,R19,232,32,18,
WH052,R20,249,23,8,
WH053,R01,333,41,12,
WH053,R02,112,15,3,
WH053,R03,41,6,2,
WH053,R04,63,5,3,
WH053,R05,5760,830,179,2027-06-06
WH053,R06,2156,121,134,2026-11-13
WH053,R07,90,3,1,
WH053,R08,145,13,8,
WH053,R09,1020,144,70,
WH053,R10,178,26,1,
WH053,R11,132,12,1,
WH053,R12,349,13,2,
WH053,R13,37,5,1,
WH053,R14,59,6,2,
WH053,R15,332,19,14,
WH053,R16,1232,209,92,
WH053,R17,349,42,17,2027-01-24
WH053,R18,61,2,3,
WH053,R19,205,30,5,
WH053,R20,333,15,24,
WH054,R01,189,8,3,
WH054,R02,59,9,3,
WH054,R03,118,3,1,
WH054,R04,246,22,0,
WH054,R05,4539,239,185,2028-02-18
WH054,R06,2210,310,137,2027-05-29
WH054,R07,151,19,10,
WH054,R08,154,14,5,
WH054,R09,5184,182,9,
WH054,R10,312,18,20,
WH054,R11,63,4,3,
WH054,R12,70,4,1,
WH054,R13,46,2,3,
WH054,R14,174,9,11,
WH054,R15,66,3,0,
WH054,R16,1575,130,29,
WH054,R17,185,32,6,2027-01-04
WH054,R18,326,17,4,
WH054,R19,55,3,0,
WH054,R20,216,9,1,
WH055,R01,261,18,20,
WH055,R02,268,15,7,
WH055,R03,239,25,16,
WH055,R04,143,22,0,
WH055,R05,2057,317,0,2027-07-11
WH055,R06,4704,432,158,2027-02-24
WH055,R07,331,54,14,
WH055,R08,149,24,8,
WH055,R09,4260,443,132,
WH055,R10,78,4,5,
WH055,R11,293,34,14,
WH055,R12,221,25,11,
WH055,R13,190,24,3,
WH055,R14,292,24,14,
WH055,R15,212,23,3,
WH055,R16,1200,118,52,
WH055,R17,264,33,15,2027-09-23
WH055,R18,321,14,17,
WH055,R19,88,5,0,
WH055,R20,226,17,17,
WH056,R01,31,1,0,
WH056,R02,116,20,2,
WH056,R03,161,26,1,
WH056,R04,51,1,1,
WH056,R05,1084,146,1,2027-02-18
WH056,R06,1206,162,4,2027-09-23
WH056,R07,158,13,2,
WH056,R08,151,12,2,
WH056,R09,470,58,16,
WH056,R10,94,8,5,
WH056,R11,126,15,9,
WH056,R12,59,3,2,
WH056,R13,152,16,11,
WH056,R14,166,12,7,
WH056,R15,58,1,4,
WH056,R16,854,150,44,
WH056,R17,49,8,3,2028-02-12
WH056,R18,103,18,6,
WH056,R19,107,13,1,
WH056,R20,96,3,1,
WH057,R01,283,18,11,
WH057,R02,163,20,8,
WH057,R03,174,30,12,
WH057,R04,314,38,5,
WH057,R05,616,34,7,2027-07-30
WH057,R06,2976,393,3,2027-08-03
WH057,R07,216,12,5,
WH057,R08,276,21,7,
WH057,R09,3864,139,60,
WH057,R10,307,45,24,
WH057,R11,27,3,1,
WH057,R12,55,3,0,
WH057,R13,319,33,6,
WH057,R14,310,30,7,
WH057,R15,168,17,5,
WH057,R16,3450,552,193,
WH057,R17,89,4,0,2026-11-05
WH057,R18,66,2,0,
WH057,R19,40,6,2,
WH057,R20,118,14,6,
WH058,R01,278,39,19,
WH058,R02,263,36,16,
WH058,R03,261,29,4,
WH058,R04,113,10,0,
WH058,R05,987,33,23,2027-01-09
WH058,R06,4466,387,86,2028-01-15
WH058,R07,153,11,8,
WH058,R08,210,7,8,
WH058,R09,5267,693,394,
WH058,R10,31,5,0,
WH058,R11,348,51,24,
WH058,R12,265,18,9,
WH058,R13,228,7,12,
WH058,R14,93,8,1,
WH058,R15,338,35,26,
WH058,R16,7176,1150,443,
WH058,R17,281,12,1,2027-09-07
WH058,R18,321,16,10,
WH058,R19,53,3,0,
WH058,R20,221,22,6,
WH059,R01,59,2,2,
WH059,R02,243,13,11,
WH059,R03,175,10,11,
WH059,R04,58,3,3,
WH059,R05,4522,295,108,2026-12-03
WH059,R06,8680,577,372,2027-05-05
WH059,R07,218,32,17,
WH059,R08,147,16,5,
WH059,R09,930,163,35,
WH059,R10,91,15,6,
WH059,R11,78,7,2,
WH059,R12,185,28,7,
WH059,R13,244,19,5,
WH059,R14,119,5,7,
WH059,R15,127,5,4,
WH059,R16,780,70,18,
WH059,R17,34,1,2,2028-02-10
WH059,R18,156,14,7,
WH059,R19,40,3,1,
WH059,R20,126,14,1,
WH060,R01,73,10,3,
WH060,R02,27,1,1,
WH060,R03,152,17,3,
WH060,R04,96,3,1,
WH060,R05,2065,107,40,2027-10-26
WH060,R06,4544,633,18,2028-02-05
WH060,R07,51,4,2,
WH060,R08,31,3,1,
WH060,R09,1580,130,20,
WH060,R10,283,19,3,
WH060,R11,259,41,7,
WH060,R12,127,6,5,
WH060,R13,23,1,1,
WH060,R14,294,45,9,
WH060,R15,87,8,1,
WH060,R16,3617,160,204,
WH060,R17,136,20,3,2027-09-13
WH060,R18,175,11,1,
WH060,R19,65,3,4,
WH060,R20,202,14,13,
